1.0	2.0	5.589	11271.0	12901.0
1.0	2.0	5.644	11271.0	12900.0
1.0	2.0	5.698	11270.0	12899.0
1.0	2.0	5.752	11272.0	12899.0
1.0	2.0	5.806	11270.0	12899.0
1.0	2.0	5.861	11272.0	12899.0
1.0	2.0	5.915	11274.0	12899.0
1.0	2.0	5.969	11270.0	12899.0
1.0	2.0	6.024	11271.0	12898.0
1.0	2.0	6.078	11269.0	12899.0
1.0	2.0	6.132000000000001	11269.0	12899.0
1.0	2.0	6.186	11269.0	12900.0
1.0	2.0	6.2410000000000005	11273.0	12898.0
1.0	2.0	6.295	11274.0	12899.0
1.0	2.0	6.349	11269.0	12900.0
1.0	2.0	6.4030000000000005	11269.0	12899.0
1.0	2.0	6.458	11270.0	12898.0
1.0	2.0	6.5120000000000005	11269.0	12899.0
1.0	2.0	6.566	11272.0	12899.0
1.0	2.0	6.621	11270.0	12900.0
1.0	2.0	6.675	11270.0	12899.0
1.0	2.0	6.729	11270.0	12900.0
1.0	2.0	6.783	11271.0	12899.0
1.0	2.0	6.838	11271.0	12899.0
1.0	2.0	6.892	11269.0	12898.0
1.0	2.0	6.946	11270.0	12899.0
1.0	2.0	7.0	11271.0	12899.0
1.0	2.0	7.055	11271.0	12900.0
1.0	2.0	7.109	11271.0	12899.0
1.0	2.0	7.163	11271.0	12899.0
1.0	2.0	7.218	11270.0	12900.0
1.0	2.0	7.272	11270.0	12897.0
1.0	2.0	7.3260000000000005	11271.0	12899.0
1.0	2.0	7.38	11271.0	12899.0
1.0	2.0	7.4350000000000005	11270.0	12899.0
1.0	2.0	7.489	11271.0	12899.0
1.0	2.0	7.543	11270.0	12898.0
1.0	2.0	7.597	11271.0	12899.0
1.0	2.0	7.652	11271.0	12898.0
1.0	2.0	7.706	11271.0	12899.0
1.0	2.0	7.76	11268.0	12900.0
1.0	2.0	7.815	11268.0	12898.0
1.0	2.0	7.869	11271.0	12900.0
1.0	2.0	7.923	11273.0	12900.0
1.0	2.0	7.977	11274.0	12900.0
1.0	2.0	8.032	11272.0	12901.0
1.0	2.0	8.086	11273.0	12899.0
1.0	2.0	8.14	11272.0	12899.0
1.0	2.0	8.194	11272.0	12898.0
1.0	2.0	8.249	11271.0	12899.0
1.0	2.0	8.303	11272.0	12899.0
1.0	2.0	8.357	11271.0	12900.0
1.0	2.0	8.412	11271.0	12901.0
1.0	2.0	8.466	11271.0	12899.0
1.0	2.0	8.52	11272.0	12899.0
1.0	2.0	8.574	11272.0	12900.0
1.0	2.0	8.629	11273.0	12900.0
1.0	2.0	8.683	11270.0	12900.0
1.0	2.0	8.737	11271.0	12900.0
1.0	2.0	8.791	11273.0	12899.0
1.0	2.0	8.846	11271.0	12901.0
1.0	2.0	8.9	11269.0	12899.0
1.0	2.0	8.954	11272.0	12900.0
1.0	2.0	9.009	11272.0	12899.0
1.0	2.0	9.063	11271.0	12898.0
1.0	2.0	9.117	11273.0	12901.0
1.0	2.0	9.171	11274.0	12900.0
1.0	2.0	9.226	11271.0	12899.0
1.0	2.0	9.28	11273.0	12899.0
1.0	2.0	9.334	11273.0	12900.0
1.0	2.0	9.388	11269.0	12900.0
1.0	2.0	9.443	11274.0	12898.0
1.0	2.0	9.497	11273.0	12901.0
1.0	2.0	9.551	11271.0	12899.0
1.0	2.0	9.606	11272.0	12900.0
1.0	2.0	9.66	11272.0	12899.0
1.0	2.0	9.714	11272.0	12900.0
1.0	2.0	9.768	11272.0	12899.0
1.0	2.0	9.823	11272.0	12900.0
1.0	2.0	9.877	11272.0	12901.0
